D,T,O,H,L,C,chg,chgSq,cumChg,rowN,meanSoFar,stdMean,sd
2017-08-24,944,5.93,5.95,5.93,5.94,0.00168634064080964,2.84374475684625e-06,0.0101754226419442,14,0.000726815902996011,0.174435816719043,0.00172638952212856
2017-08-24,945,5.95,5.95,5.93,5.94,0,0,0.0101754226419442,15,0.000678361509462944,0.162806762271106,0.00167414187188022
2017-08-24,946,5.94,5.94,5.93,5.94,0,0,0.0101754226419442,16,0.00063596391512151,0.152631339629162,0.00162624162907366
2017-08-24,947,5.94,5.94,5.93,5.94,0,0,0.0101754226419442,17,0.000598554273055539,0.143653025533329,0.00158213831690073
2017-08-24,948,5.93,5.93,5.92,5.93,-0.00168350168350184,2.83417791835354e-06,0.00849192095844231,18,0.000471773386580128,0.113225612779231,0.00162641874306689
2017-08-24,949,5.93,5.93,5.92,5.93,0,0,0.00849192095844231,19,0.000446943208339069,0.107266370001377,0.00158429621044233
2017-08-24,950,5.92,5.93,5.92,5.93,0,0,0.00849192095844231,20,0.000424596047922116,0.101903051501308,0.00154527583985414
2017-08-24,951,5.92,5.94,5.92,5.93,0,0,0.00849192095844231,21,0.000404377188497253,0.0970505252393407,0.00150899582437472
2017-08-24,952,5.93,5.93,5.92,5.93,0,0,0.00849192095844231,22,0.000385996407201923,0.0926391377284616,0.00147515061541786
2017-08-24,953,5.92,5.94,5.92,5.93,0,0,0.00849192095844231,23,0.000369213954714883,0.088611349131572,0.00144348019102714
2017-08-24,954,5.94,5.94,5.93,5.94,0.00168634064080964,2.84374475684625e-06,0.0101782615992519,24,0.000424094233302165,0.101782615992519,0.00143712439008516
2017-08-24,955,5.93,5.94,5.93,5.94,0,0,0.0101782615992519,25,0.000407130463970078,0.0977113113528187,0.00140942026307593
2017-08-24,956,5.93,5.94,5.93,5.94,0,0,0.0101782615992519,26,0.000391471599971229,0.0939531839930949,0.00138325054108624
2017-08-24,957,5.93,5.94,5.93,5.94,0,0,0.0101782615992519,27,0.000376972651824146,0.0904734364377951,0.00135847943237083
2017-08-24,958,5.93,5.94,5.93,5.93,-0.00168350168350184,2.83417791835354e-06,0.00849475991575011,28,0.000303384282705361,0.0728122278492866,0.00138879181589382
2017-08-24,959,5.94,5.94,5.93,5.94,0.00168634064080964,2.84374475684625e-06,0.0101811005565597,29,0.000351072432984819,0.0842573839163565,0.00138773544683048
2017-08-24,1000,5.93,5.94,5.93,5.93,-0.00168350168350184,2.83417791835354e-06,0.0084975988730579,30,0.000283253295768597,0.0679807909844632,0.00141328889529315
2017-08-24,1001,5.93,5.94,5.93,5.94,0.00168634064080964,2.84374475684625e-06,0.0101839395138675,31,0.000328514177866695,0.0788434026880067,0.00141220074909254
2017-08-24,1002,5.92,5.93,5.92,5.92,-0.00336700336700346,1.13367116734127e-05,0.00681693614686407,32,0.000213029254589502,0.0511270211014805,0.00153517259759318
2017-08-24,1003,5.92,5.92,5.92,5.92,0,0,0.00681693614686407,33,0.000206573822632245,0.0495777174317387,0.00151145013463771
2017-08-24,1004,5.92,5.93,5.92,5.92,0,0,0.00681693614686407,34,0.00020049812196659,0.0481195492719817,0.00148879477356654
2017-08-24,1005,5.92,5.93,5.92,5.93,0.00168918918918926,2.85336011687385e-06,0.00850612533605333,35,0.000243032152458667,0.05832771659008,0.00148816613388811
2017-08-24,1006,5.92,5.94,5.92,5.93,0,0,0.00850612533605333,36,0.000236281259334815,0.0567075022403555,0.00146731173991071
2017-08-24,1007,5.93,5.93,5.93,5.93,0,0,0.00850612533605333,37,0.000229895279352793,0.0551748670446702,0.00144731025352887
2017-08-24,1008,5.93,5.94,5.93,5.93,0,0,0.00850612533605333,38,0.000223845403580351,0.0537228968592842,0.00142810507525164
2017-08-24,1009,5.93,5.94,5.93,5.94,0.00168634064080964,2.84374475684625e-06,0.010192465976863,39,0.000261345281458025,0.0627228675499259,0.00142851561573016
2017-08-24,1010,5.94,5.94,5.93,5.93,-0.00168350168350184,2.83417791835354e-06,0.00850896429336112,40,0.000212724107334028,0.0510537857601667,0.00144322315403008
2017-08-24,1011,5.94,5.94,5.92,5.93,0,0,0.00850896429336112,41,0.000207535714472222,0.0498085714733334,0.00142545587155841
2017-08-24,1012,5.92,5.93,5.92,5.93,0,0,0.00850896429336112,42,0.00020259438793717,0.0486226531049207,0.00140832908468418
2017-08-24,1013,5.92,5.93,5.91,5.91,-0.00337268128161883,1.1374979027382e-05,0.00513628301174229,43,0.000119448442133542,0.02866762611205,0.00149446876751866
2017-08-24,1014,5.92,5.92,5.9,5.9,-0.00169204737732653,2.8630243271176e-06,0.00344423563441576,44,7.82780826003582e-05,0.018786739824086,0.00150202411375891
2017-08-24,1015,5.9,5.91,5.89,5.89,-0.00169491525423737,2.87273771904654e-06,0.00174932038017839,45,3.88737862261864e-05,0.00932970869428473,0.00150820204534391
2017-08-24,1016,5.89,5.89,5.88,5.89,0,0,0.00174932038017839,46,3.80287039169215e-05,0.00912688894006115,0.00149136111091108
2017-08-24,1017,5.89,5.9,5.88,5.89,0,0,0.00174932038017839,47,3.7219582556987e-05,0.00893269981367687,0.00147507202295561
2017-08-24,1018,5.88,5.89,5.88,5.88,-0.00169779286926997,2.88250062694394e-06,5.15275109084223e-05,48,1.07348981059213e-06,0.000257637554542112,0.00148062722506007
2017-08-24,1019,5.88,5.9,5.88,5.89,0.0017006802721089,2.89231338794041e-06,0.00175220778301732,49,3.57593425105576e-05,0.00858224220253383,0.00148510513758442
2017-08-24,1020,5.89,5.9,5.88,5.89,0,0,0.00175220778301732,50,3.50441556603465e-05,0.00841059735848315,0.00146988158693272
2017-08-24,1021,5.88,5.89,5.88,5.88,-0.00169779286926997,2.88250062694394e-06,5.44149137473582e-05,51,1.06695909308545e-06,0.000256070182340509,0.00147520093079785
2017-08-24,1022,5.89,5.89,5.87,5.87,-0.00170068027210879,2.89231338794003e-06,-0.00164626535836143,52,-3.16589491992583e-05,-0.00759814780782199,0.00147960740504604
2017-08-24,1023,5.87,5.88,5.87,5.88,0.00170357751277672,2.90217634203852e-06,5.73121544152899e-05,53,1.08136140406207e-06,0.000259526736974898,0.00148457048388684
2017-08-24,1024,5.88,5.88,5.87,5.87,-0.00170068027210879,2.89231338794003e-06,-0.0016433681176935,54,-3.043274292025e-05,-0.00730385830086,0.00148862186670873
2017-08-24,1025,5.87,5.88,5.87,5.87,0,0,-0.0016433681176935,55,-2.98794203217e-05,-0.007171060877208,0.00147477962949533
2017-08-24,1026,5.88,5.89,5.87,5.88,0.00170357751277672,2.90217634203852e-06,6.02093950832217e-05,56,1.07516776934324e-06,0.000258040264642379,0.00147955682612049
2017-08-24,1027,5.88,5.89,5.88,5.89,0.0017006802721089,2.89231338794041e-06,0.00176088966719212,57,3.08928011788092e-05,0.0074142722829142,0.00148346747161688
2017-08-24,1028,5.88,5.89,5.87,5.88,-0.00169779286926997,2.88250062694394e-06,6.30967979221575e-05,58,1.08787582624409e-06,0.000261090198298583,0.0014878140812638
2017-08-24,1029,5.88,5.89,5.87,5.88,0,0,6.30967979221575e-05,59,1.06943725291792e-06,0.000256664940700302,0.00147493233840488
2017-08-24,1030,5.88,5.88,5.86,5.86,-0.00340136054421758,1.15692535517601e-05,-0.00333826374629542,60,-5.56377291049237e-05,-0.0133530549851817,0.00152692368796047
2017-08-24,1031,5.86,5.87,5.86,5.86,0,0,-0.00333826374629542,61,-5.47256351851709e-05,-0.013134152444441,0.00151416261672087
2017-08-24,1032,5.87,5.87,5.86,5.86,0,0,-0.00333826374629542,62,-5.38429636499262e-05,-0.0129223112759823,0.00150171624430448
2017-08-24,1033,5.86,5.87,5.86,5.87,0.00170648464163814,2.91208983214685e-06,-0.00163177910465728,63,-2.59012556294807e-05,-0.00621630135107536,0.00150597636907336
2017-08-24,1034,5.86,5.87,5.86,5.86,-0.00170357751277683,2.9021763420389e-06,-0.00333535661743412,64,-5.21149471474081e-05,-0.0125075873153779,0.00150862303788094
2017-08-24,1035,5.86,5.87,5.85,5.85,-0.00170648464163836,2.91208983214761e-06,-0.00504184125907248,65,-7.7566788601115e-05,-0.0186160292642676,0.00151079072305522
2017-08-24,1036,5.86,5.86,5.85,5.85,0,0,-0.00504184125907248,66,-7.63915342283709e-05,-0.018333968214809,0.00149915461517816
2017-08-24,1037,5.85,5.86,5.84,5.85,0,0,-0.00504184125907248,67,-7.52513620757086e-05,-0.0180603268981701,0.00148778330625581
2017-08-24,1038,5.85,5.86,5.84,5.84,-0.0017094017094017,2.92205420410547e-06,-0.00675124296847418,68,-9.92829848305026e-05,-0.0238279163593206,0.00148987689090555
2017-08-24,1039,5.84,5.85,5.84,5.85,0.00171232876712324,2.93206980671779e-06,-0.00503891420135094,69,-7.30277420485644e-05,-0.0175266580916554,0.00149487602224028
2017-08-24,1040,5.85,5.85,5.84,5.85,0,0,-0.00503891420135094,70,-7.19844885907277e-05,-0.0172762772617747,0.00148402972133091
2017-08-24,1041,5.85,5.85,5.84,5.84,-0.0017094017094017,2.92205420410547e-06,-0.00674831591075264,71,-9.50467029683471e-05,-0.0228112087124033,0.00148615094138125
2017-08-24,1042,5.85,5.85,5.84,5.84,0,0,-0.00674831591075264,72,-9.37266098715645e-05,-0.0224943863691755,0.00147569048934816
2017-08-24,1043,5.84,5.85,5.84,5.84,0,0,-0.00674831591075264,73,-9.24426837089403e-05,-0.0221862440901457,0.00146544786567294
2017-08-24,1044,5.84,5.86,5.84,5.86,0.0034246575342467,1.17282792268727e-05,-0.00332365837650594,74,-4.49143023852155e-05,-0.0107794325724517,0.00151171465764088
2017-08-24,1045,5.85,5.87,5.85,5.87,0.00170648464163814,2.91208983214685e-06,-0.00161717373486781,75,-2.15623164649041e-05,-0.00517495595157698,0.00151502398368699
2017-08-24,1046,5.87,5.87,5.85,5.85,-0.00340715502555378,1.16087053681564e-05,-0.00502432876042158,76,-6.61095889529155e-05,-0.0158663013486997,0.00155419195183329
2017-08-24,1047,5.86,5.87,5.86,5.86,0.00170940170940193,2.92205420410622e-06,-0.00331492705101966,77,-4.30510006625929e-05,-0.0103322401590223,0.00155713530123304
2017-08-24,1048,5.87,5.87,5.86,5.87,0.00170648464163814,2.91208983214685e-06,-0.00160844240938152,78,-2.06210565305323e-05,-0.00494905356732774,0.00155962274534028
2017-08-24,1049,5.87,5.87,5.85,5.85,-0.00340715502555378,1.16087053681564e-05,-0.00501559743493529,79,-6.34885751257632e-05,-0.0152372580301832,0.0015957476316871
2017-08-24,1050,5.86,5.87,5.85,5.86,0.00170940170940193,2.92205420410622e-06,-0.00330619572553337,80,-4.13274465691671e-05,-0.0099185871766001,0.00159795704234885
2017-08-24,1051,5.86,5.87,5.85,5.86,0,0,-0.00330619572553337,81,-4.08172311794243e-05,-0.00979613548306183,0.00158794504351588
2017-08-24,1052,5.86,5.87,5.86,5.87,0.00170648464163814,2.91208983214685e-06,-0.00159971108389523,82,-1.95086717548199e-05,-0.00468208122115676,0.00158986523323226
2017-08-24,1053,5.86,5.87,5.85,5.86,-0.00170357751277683,2.9021763420389e-06,-0.00330328859667206,83,-3.97986577912296e-05,-0.00955167786989511,0.00159091669530619
2017-08-24,1054,5.85,5.86,5.85,5.85,-0.00170648464163836,2.91208983214761e-06,-0.00500977323831042,84,-5.96401575989336e-05,-0.0143136378237441,0.00159172589134679
2017-08-24,1055,5.86,5.87,5.85,5.87,0.00341880341880341,1.16882168164219e-05,-0.00159096981950702,85,-1.87172919942002e-05,-0.00449215007860804,0.00162658457844253
2017-08-24,1056,5.86,5.86,5.85,5.86,-0.00170357751277683,2.9021763420389e-06,-0.00329454733228385,86,-3.83086899102773e-05,-0.00919408557846655,0.00162716298047004
2017-08-24,1057,5.86,5.87,5.85,5.87,0.00170648464163814,2.91208983214685e-06,-0.00158806269064571,87,-1.8253594145353e-05,-0.00438086259488471,0.00162845467408948
2017-08-24,1058,5.87,5.87,5.86,5.87,0,0,-0.00158806269064571,88,-1.80461669391558e-05,-0.00433108006539739,0.00161906985929058
2017-08-24,1059,5.86,5.87,5.86,5.87,0,0,-0.00158806269064571,89,-1.78434010184911e-05,-0.00428241624443787,0.00160984545140101
2017-08-24,1100,5.87,5.9,5.87,5.9,0.00511073253833061,2.61195870783512e-05,0.0035226698476849,90,3.91407760853878e-05,0.00939378626049307,0.00168959490090944
2017-08-24,1101,5.9,5.9,5.89,5.9,0,0,0.0035226698476849,91,3.8710657666867e-05,0.00929055784004809,0.00168018705262284
2017-08-24,1102,5.89,5.9,5.88,5.88,-0.00338983050847463,1.14909508761854e-05,0.000132839339210267,92,1.44390586098116e-06,0.000346537406635478,0.00170873544849343
2017-08-24,1103,5.9,5.9,5.88,5.89,0.0017006802721089,2.89231338794041e-06,0.00183351961131917,93,1.97152646378405e-05,0.00473166351308172,0.0017085337238482
2017-08-24,1104,5.9,5.9,5.89,5.89,0,0,0.00183351961131917,94,1.95055277799911e-05,0.00468132666719787,0.00169932444902834
2017-08-24,1105,5.89,5.91,5.89,5.91,0.00339558573853993,1.15300025077758e-05,0.0052291053498591,95,5.50432142090431e-05,0.0132103714101704,0.00172538732233406
2017-08-24,1106,5.9,5.91,5.9,5.91,0,0,0.0052291053498591,96,5.44698473943656e-05,0.0130727633746477,0.00171629150673974
2017-08-24,1107,5.91,5.92,5.9,5.91,0,0,0.0052291053498591,97,5.3908302575867e-05,0.0129379926182081,0.00170733804535494
2017-08-24,1108,5.9,5.92,5.9,5.92,0.00169204737732653,2.8630243271176e-06,0.00692115272718563,98,7.06240074202615e-05,0.0169497617808628,0.00170655626071662
2017-08-24,1109,5.9,5.93,5.9,5.9,-0.00337837837837829,1.14134404674939e-05,0.00354277434880734,99,3.57855994829025e-05,0.00858854387589659,0.00173285150155508
2017-08-24,1110,5.92,5.92,5.91,5.92,0.00338983050847452,1.14909508761846e-05,0.00693260485728187,100,6.93260485728187e-05,0.0166382516574765,0.00175639956876406
2017-08-24,1111,5.9,5.92,5.9,5.92,0,0,0.00693260485728187,101,6.86396520522957e-05,0.016473516492551,0.0017476091198725
2017-08-24,1112,5.93,5.93,5.91,5.92,0,0,0.00693260485728187,102,6.79667142870771e-05,0.0163120114288985,0.00173894934934343
2017-08-24,1113,5.91,5.92,5.91,5.92,0,0,0.00693260485728187,103,6.73068432745812e-05,0.0161536423858995,0.00173041705112131
2017-08-24,1114,5.91,5.92,5.91,5.92,0,0,0.00693260485728187,104,6.66596620892487e-05,0.0159983189014197,0.00172200912820272
2017-08-24,1115,5.91,5.92,5.91,5.91,-0.00168918918918914,2.85336011687348e-06,0.00524341566809272,105,4.99372920770735e-05,0.0119849500984976,0.00172225571369394
2017-08-24,1116,5.91,5.92,5.91,5.91,0,0,0.00524341566809272,106,4.94661855480445e-05,0.0118718845315307,0.00171404173843692
2017-08-24,1117,5.92,5.92,5.91,5.91,0,0,0.00524341566809272,107,4.90038847485301e-05,0.0117609323396472,0.00170594417931405
2017-08-24,1118,5.91,5.92,5.91,5.91,0,0,0.00524341566809272,108,4.85501450749326e-05,0.0116520348179838,0.00169796031209982
2017-08-24,1119,5.91,5.92,5.91,5.91,0,0,0.00524341566809272,109,4.81047308999332e-05,0.011545135415984,0.0016900875009907
2017-08-24,1120,5.91,5.92,5.91,5.91,0,0,0.00524341566809272,110,4.76674151644793e-05,0.011440179639475,0.00168232319494901
2017-08-24,1121,5.91,5.92,5.9,5.9,-0.00169204737732653,2.8630243271176e-06,0.00355136829076619,111,3.19943089258215e-05,0.00767863414219716,0.00168278010242024
2017-08-24,1122,5.9,5.91,5.9,5.9,0,0,0.00355136829076619,112,3.17086454532695e-05,0.00761007490878469,0.00167518559019526
2017-08-24,1123,5.9,5.92,5.9,5.9,0,0,0.00355136829076619,113,3.14280379713822e-05,0.00754272911313173,0.0016676929827231
2017-08-24,1124,5.9,5.92,5.9,5.9,0,0,0.00355136829076619,114,3.11523534277736e-05,0.00747656482266566,0.00166030002122769
2017-08-24,1125,5.91,5.92,5.9,5.9,0,0,0.00355136829076619,115,3.08814633979669e-05,0.00741155121551204,0.0016530045164113
2017-08-24,1126,5.9,5.92,5.9,5.9,0,0,0.00355136829076619,116,3.06152438859154e-05,0.0073476585326197,0.00164580434573075
2017-08-24,1127,5.91,5.92,5.9,5.91,0.00169491525423715,2.87273771904578e-06,0.00524628354500334,117,4.48400302991738e-05,0.0107616072718017,0.00164590268132429
2017-08-24,1128,5.91,5.92,5.9,5.91,0,0,0.00524628354500334,118,4.44600300424012e-05,0.0106704072101763,0.00163885901369076
2017-08-24,1129,5.91,5.92,5.9,5.91,0,0,0.00524628354500334,119,4.40864163445659e-05,0.0105807399226958,0.00163190501004554
2017-08-24,1300,5.91,5.92,5.89,5.9,-0.00169204737732653,2.8630243271176e-06,0.00355423616767681,120,2.961863473064e-05,0.00710847233535361,0.00163274396568119
2017-08-24,1301,5.9,5.9,5.9,5.9,0,0,0.00355423616767681,121,2.93738526254281e-05,0.00704972463010275,0.00162592886286615
2017-08-24,1302,5.89,5.9,5.89,5.89,-0.00169491525423737,2.87273771904654e-06,0.00185932091343943,122,1.52403353560609e-05,0.00365768048545462,0.0016267042244786
2017-08-24,1303,5.89,5.9,5.89,5.89,0,0,0.00185932091343943,123,1.51164301905645e-05,0.00362794324573548,0.00162002426890794
2017-08-24,1304,5.89,5.9,5.89,5.89,0,0,0.00185932091343943,124,1.49945234954793e-05,0.00359868563891503,0.0016134259357019
2017-08-24,1305,5.89,5.9,5.89,5.89,0,0,0.00185932091343943,125,1.48745673075155e-05,0.00356989615380371,0.00160690757604651
2017-08-24,1306,5.89,5.9,5.89,5.9,0.00169779286927008,2.88250062694432e-06,0.00355711378270951,126,2.82310617675358e-05,0.00677545482420859,0.00160747399085299
2017-08-24,1307,5.89,5.9,5.88,5.9,0,0,0.00355711378270951,127,2.80087699425946e-05,0.00672210478622269,0.00160108437863446
2017-08-24,1308,5.88,5.9,5.88,5.89,-0.00169491525423737,2.87273771904654e-06,0.00186219852847214,128,1.45484260036886e-05,0.00349162224088526,0.00160202294769873
2017-08-24,1309,5.88,5.89,5.88,5.89,0,0,0.00186219852847214,129,1.44356475075359e-05,0.00346455540180863,0.0015957532892146
2017-08-24,1310,5.88,5.89,5.88,5.88,-0.00169779286926997,2.88250062694394e-06,0.000164405659202171,130,1.26465891693978e-06,0.000303518140065547,0.00159663413029373
2017-08-24,1311,5.89,5.89,5.88,5.88,0,0,0.000164405659202171,131,1.25500503207764e-06,0.000301201207698635,0.00159048137856625
2017-08-24,1312,5.89,5.9,5.89,5.89,0.0017006802721089,2.89231338794041e-06,0.00186508593131107,132,1.41294388735687e-05,0.0033910653296565,0.00159128878375717
2017-08-24,1313,5.9,5.9,5.89,5.89,0,0,0.00186508593131107,133,1.40232024910607e-05,0.00336556859785457,0.00158525018879961
2017-08-24,1314,5.89,5.9,5.89,5.89,0,0,0.00186508593131107,134,1.3918551726202e-05,0.00334045241428849,0.00157927982170241
2017-08-24,1315,5.89,5.9,5.89,5.89,0,0,0.00186508593131107,135,1.3815451343045e-05,0.0033157083223308,0.00157337640726455
2017-08-24,1316,5.9,5.9,5.89,5.89,0,0,0.00186508593131107,136,1.37138671419932e-05,0.00329132811407836,0.00156753870340494
2017-08-24,1317,5.89,5.91,5.89,5.9,0.00169779286927008,2.88250062694432e-06,0.00356287880058115,137,2.60064146027821e-05,0.00624153950466771,0.00156837869326221
2017-08-24,1318,5.9,5.91,5.9,5.91,0.00169491525423715,2.87273771904578e-06,0.0052577940548183,138,3.80999569189732e-05,0.00914398966055356,0.00156908888054179
2017-08-24,1319,5.91,5.91,5.9,5.9,-0.00169204737732653,2.8630243271176e-06,0.00356574667749177,139,2.56528537949048e-05,0.00615668491077715,0.00157026569993091
2017-08-24,1320,5.91,5.91,5.9,5.9,0,0,0.00356574667749177,140,2.54696191249412e-05,0.00611270858998588,0.00156460856852323
2017-08-24,1321,5.9,5.91,5.9,5.9,0,0,0.00356574667749177,141,2.52889835283104e-05,0.0060693560467945,0.00155901214213535
2017-08-24,1322,5.91,5.91,5.9,5.9,0,0,0.00356574667749177,142,2.51108920950124e-05,0.00602661410280298,0.00155347534279441
2017-08-24,1323,5.9,5.91,5.89,5.9,0,0,0.00356574667749177,143,2.49352914509914e-05,0.00598446994823793,0.00154799711913768
2017-08-24,1324,5.9,5.91,5.89,5.9,0,0,0.00356574667749177,144,2.47621297048039e-05,0.00594291112915294,0.0015425764455739
2017-08-24,1325,5.9,5.91,5.9,5.9,0,0,0.00356574667749177,145,2.45913563964949e-05,0.00590192553515879,0.00153721232147675
2017-08-24,1326,5.9,5.91,5.9,5.9,0,0,0.00356574667749177,146,2.44229224485737e-05,0.0058615013876577,0.00153190377040889
2017-08-24,1327,5.9,5.91,5.9,5.9,0,0,0.00356574667749177,147,2.42567801189916e-05,0.00582162722855798,0.00152664983937531
2017-08-24,1328,5.9,5.91,5.9,5.9,0,0,0.00356574667749177,148,2.40928829560254e-05,0.00578229190944611,0.00152144959810466
2017-08-24,1329,5.9,5.91,5.9,5.9,0,0,0.00356574667749177,149,2.39311857549783e-05,0.00574348458119479,0.0015163021383573
2017-08-24,1330,5.9,5.9,5.9,5.9,0,0,0.00356574667749177,150,2.37716445166118e-05,0.00570519468398683,0.00151120657325897
2017-08-24,1331,5.91,5.91,5.9,5.9,0,0,0.00356574667749177,151,2.36142164072302e-05,0.00566741193773526,0.00150616203665888
2017-08-24,1332,5.9,5.91,5.9,5.9,0,0,0.00356574667749177,152,2.34588597203406e-05,0.00563012633288174,0.00150116768251127
2017-08-24,1333,5.9,5.91,5.9,5.9,0,0,0.00356574667749177,153,2.33055338398155e-05,0.00559332812155571,0.00149622268427931
2017-08-24,1334,5.9,5.91,5.9,5.91,0.00169491525423715,2.87273771904578e-06,0.00526066193172892,154,3.41601424138241e-05,0.00819843417931779,0.00149739609975482
2017-08-24,1335,5.91,5.91,5.9,5.91,0,0,0.00526066193172892,155,3.39397543982511e-05,0.00814554105558026,0.00149252902810569
2017-08-24,1336,5.91,5.92,5.91,5.91,0,0,0.00526066193172892,156,3.37221918700572e-05,0.00809332604881372,0.00148770910936283
2017-08-24,1337,5.91,5.92,5.91,5.91,0,0,0.00526066193172892,157,3.35074008390377e-05,0.00804177620136905,0.0014829355870341
2017-08-24,1338,5.91,5.92,5.91,5.91,0,0,0.00526066193172892,158,3.32953286818286e-05,0.00799087888363886,0.00147820772151046
2017-08-24,1339,5.92,5.92,5.91,5.92,0.00169204737732653,2.8630243271176e-06,0.00695270930905545,159,4.37277315034934e-05,0.0104946555608384,0.00147938267628045
2017-08-24,1340,5.92,5.92,5.92,5.92,0,0,0.00695270930905545,160,4.34544331815966e-05,0.0104290639635832,0.00147472724355537
2017-08-24,1341,5.92,5.93,5.92,5.93,0.00168918918918926,2.85336011687385e-06,0.0086418984982447,161,5.36763881878553e-05,0.0128823331650853,0.00147582195462208
2017-08-24,1342,5.93,5.93,5.92,5.92,-0.00168634064080941,2.8437447568455e-06,0.00695555785743529,162,4.29355423298475e-05,0.0103045301591634,0.00147756943418236
2017-08-24,1343,5.92,5.93,5.92,5.92,0,0,0.00695555785743529,163,4.2672134094695e-05,0.0102413121827268,0.00147300581418489
2017-08-24,1344,5.92,5.92,5.91,5.92,0,0,0.00695555785743529,164,4.24119381550932e-05,0.0101788651572224,0.00146848422047908
2017-08-24,1345,5.91,5.93,5.91,5.93,0.00168918918918926,2.85336011687385e-06,0.00864474704662455,165,5.23924063431791e-05,0.012574177522363,0.0014696028216364
2017-08-24,1346,5.91,5.94,5.91,5.93,0,0,0.00864474704662455,166,5.20767894374973e-05,0.0124984294649993,0.00146514835484149
2017-08-24,1347,5.93,5.94,5.93,5.93,0,0,0.00864474704662455,167,5.17649523749973e-05,0.0124235885699993,0.00146073414974039
2017-08-24,1348,5.94,5.94,5.93,5.93,0,0,0.00864474704662455,168,5.14568276584794e-05,0.0123496386380351,0.00145635960345142
2017-08-24,1349,5.94,5.94,5.93,5.93,0,0,0.00864474704662455,169,5.11523493883109e-05,0.0122765638531946,0.00145202412565638
2017-08-24,1350,5.93,5.94,5.92,5.93,0,0,0.00864474704662455,170,5.08514532154385e-05,0.0122043487717052,0.00144772713826594
2017-08-24,1351,5.93,5.93,5.92,5.92,-0.00168634064080941,2.8437447568455e-06,0.00695840640581513,171,4.06924351217259e-05,0.00976618442921422,0.00144956308165181
2017-08-24,1352,5.92,5.93,5.92,5.93,0.00168918918918926,2.85336011687385e-06,0.00864759559500439,172,5.02767185756069e-05,0.0120664124581457,0.0014507738882487
2017-08-24,1353,5.92,5.93,5.92,5.92,-0.00168634064080941,2.8437447568455e-06,0.00696125495419497,173,4.02384679433235e-05,0.00965723230639765,0.00145256345345841
2017-08-24,1354,5.92,5.93,5.92,5.92,0,0,0.00696125495419497,174,4.00072123804309e-05,0.00960173097130341,0.0014483624212649
2017-08-24,1355,5.92,5.93,5.92,5.93,0.00168918918918926,2.85336011687385e-06,0.00865044414338423,175,4.9431109390767e-05,0.0118634662537841,0.00144956523436057
2017-08-24,1356,5.92,5.93,5.92,5.92,-0.00168634064080941,2.8437447568455e-06,0.00696410350257481,176,3.95687699009933e-05,0.00949650477623838,0.00145132734310264
2017-08-24,1357,5.92,5.92,5.92,5.92,0,0,0.00696410350257481,177,3.93452175286713e-05,0.0094428522068811,0.00144720143684206
2017-08-24,1358,5.92,5.93,5.91,5.93,0.00168918918918926,2.85336011687385e-06,0.00865329269176407,178,4.8614003886315e-05,0.0116673609327156,0.00144839612224606
2017-08-24,1359,5.94,5.94,5.93,5.93,0,0,0.00865329269176407,179,4.8342417272425e-05,0.011602180145382,0.00144432643409935
2017-08-24,1400,5.93,5.93,5.93,5.93,0,0,0.00865329269176407,180,4.80738482875782e-05,0.0115377235890188,0.00144029085942187
