2019-04-04T21:46:43.186 MCD 135 MCD 2019-04-04T21:46:42.708 1139 SELL IOC LMT 100.0 189.85 BREACH_CUTTER Filled || breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-04T21:46:43.187 MCD 135 MCD 2019-04-04T21:46:42.708 1139 SELL IOC LMT 100.0 189.85 BREACH_CUTTER Filled || breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-04T22:06:43.472 PDD 137 PDD 2019-04-04T22:06:43.061 1141 BUY IOC LMT 400.0 22.49 BREACH_CUTTER Submitted || breach cutting, pos partialFill, lastQ, livePos 400.0 -300.0
2019-04-04T22:06:43.475 PDD 137 PDD 2019-04-04T22:06:43.061 1141 BUY IOC LMT 400.0 22.49 BREACH_CUTTER PreSubmitted || breach cutting, pos partialFill, lastQ, livePos 400.0 -300.0
2019-04-04T22:06:43.478 PDD 137 PDD 2019-04-04T22:06:43.061 1141 BUY IOC LMT 400.0 22.49 BREACH_CUTTER Submitted || breach cutting, pos partialFill, lastQ, livePos 400.0 -300.0
2019-04-04T22:06:43.481 PDD 137 PDD 2019-04-04T22:06:43.061 1141 BUY IOC LMT 400.0 22.49 BREACH_CUTTER PendingCancel || breach cutting, pos partialFill, lastQ, livePos 400.0 -300.0
2019-04-04T22:06:43.541 PDD 137 PDD 2019-04-04T22:06:43.061 1141 BUY IOC LMT 400.0 22.49 BREACH_CUTTER PendingCancel || breach cutting, pos partialFill, lastQ, livePos 400.0 -300.0
2019-04-04T22:06:44.329 PDD 139 PDD 2019-04-04T22:06:43.940 1143 BUY IOC LMT 300.0 22.49 BREACH_CUTTER Submitted || breach cutting, pos partialFill, lastQ, livePos 300.0 -200.0
2019-04-04T22:06:44.394 PDD 139 PDD 2019-04-04T22:06:43.940 1143 BUY IOC LMT 300.0 22.49 BREACH_CUTTER Filled || breach cutting, pos partialFill, lastQ, livePos 300.0 0.0
2019-04-04T22:06:44.396 PDD 139 PDD 2019-04-04T22:06:43.940 1143 BUY IOC LMT 300.0 22.49 BREACH_CUTTER Filled || breach cutting, pos partialFill, lastQ, livePos 300.0 0.0
2019-04-04T22:06:44.398 PDD 139 PDD 2019-04-04T22:06:43.940 1143 BUY IOC LMT 300.0 22.49 BREACH_CUTTER Filled || breach cutting, pos partialFill, lastQ, livePos 300.0 0.0
2019-04-05T01:52:21.104 XOP 158 XOP 2019-04-05T01:52:20.722 1162 SELL IOC LMT 300.0 30.67 BREACH_CUTTER Filled || breach cutting, pos partialFill, lastQ, livePos 300.0 0.0
2019-04-05T01:52:21.163 XOP 158 XOP 2019-04-05T01:52:20.722 1162 SELL IOC LMT 300.0 30.67 BREACH_CUTTER Filled || breach cutting, pos partialFill, lastQ, livePos 300.0 0.0
2019-04-05T21:30:29.405 BABA 154 BABA 2019-04-05T21:30:28.892 1193 SELL IOC LMT 100.0 182.15 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-05T21:30:29.406 BABA 154 BABA 2019-04-05T21:30:28.892 1193 SELL IOC LMT 100.0 182.15 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-05T21:32:49.856 IP 179 IP 2019-04-05T21:32:02.097 1218 SELL IOC LMT 200.0 46.2 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 200.0 0.0
2019-04-05T21:32:49.985 IP 179 IP 2019-04-05T21:32:02.097 1218 SELL IOC LMT 200.0 46.2 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 200.0 0.0
2019-04-05T22:05:21.138 PDD 242 PDD 2019-04-05T22:04:50.295 1281 BUY IOC LMT 400.0 22.51 BREACH_CUTTER Submitted breach cutting, pos partialFill, lastQ, livePos 400.0 -300.0
2019-04-05T22:05:21.177 PDD 242 PDD 2019-04-05T22:04:50.295 1281 BUY IOC LMT 400.0 22.51 BREACH_CUTTER Submitted breach cutting, pos partialFill, lastQ, livePos 400.0 -287.0
2019-04-05T22:05:21.182 PDD 242 PDD 2019-04-05T22:04:50.295 1281 BUY IOC LMT 400.0 22.51 BREACH_CUTTER Submitted breach cutting, pos partialFill, lastQ, livePos 400.0 -100.0
2019-04-05T22:05:21.185 PDD 242 PDD 2019-04-05T22:04:50.295 1281 BUY IOC LMT 400.0 22.51 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-05T22:05:21.185 PDD 242 PDD 2019-04-05T22:04:50.295 1281 BUY IOC LMT 400.0 22.51 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-05T22:05:21.197 PDD 242 PDD 2019-04-05T22:04:50.295 1281 BUY IOC LMT 400.0 22.51 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-05T22:05:21.199 PDD 242 PDD 2019-04-05T22:04:50.295 1281 BUY IOC LMT 400.0 22.51 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-05T22:05:21.201 PDD 242 PDD 2019-04-05T22:04:50.295 1281 BUY IOC LMT 400.0 22.51 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-05T22:15:21.540 IQ 286 IQ 2019-04-05T22:15:21.106 1325 SELL IOC LMT 400.0 23.79 BREACH_CUTTER Submitted breach cutting, pos partialFill, lastQ, livePos 400.0 200.0
