sh600499,5.69,5.72
sh600498,31.8,31.77
sh600256,4.53,4.5
sh600497,5.37,5.43
sh600012,6.93,6.97
sz000150,12.8,13.36
sz002573,9.47,9.56
sz002572,21.36,21.71
sz000157,4.53,4.63
sz000158,6.51,6.46
sz000156,10.94,10.66
sh601198,13.73,13.86
sh603377,16.56,15.89
sz002581,8.91,8.92
sz002583,10.72,10.98
sz002340,5.2,5.24
sz002589,8.53,8.64
sz000166,5.64,5.64
sz002108,5.5,5.36
hk3333,28.35,27.15
hk2007,12.08,11.68
UAL,80.31,80.73
sz002354,5.9,5.88
sz002595,21.15,21.56
sz002353,22.36,22.53
sz002352,35.65,36.26
sz002594,55.99,55.66
sz002110,17.05,17.39
sz002358,15.62,15.65
sz002597,17.83,19.15
sz002359,11.44,11.35
sh603157,9.48,9.7
sz002121,6.51,6.43
sz002120,37.69,37.3
sz002127,11.5,11.45
sz002366,14.68,13.96
sz002129,10.22,9.86
sz002128,9.07,9.26
sh603160,104.25,101.2
sh601398,5.65,5.65
sh600066,13.46,13.6
sh601158,6.26,6.26
sh600062,13.92,13.99
sz002530,10.96,10.77
sh600061,13.88,13.77
sh600060,10.96,10.93
sz000591,4.26,4.28
JNJ,137.17,137.17
sz000598,4.82,4.85
sz000596,99.06,100.63
NVS,93.17,93.17
sz002773,50.95,51.76
sz002537,12.33,12.71
sh601390,7.48,7.55
sh600068,7.37,7.53
sh601155,43.02,44.4
sh601168,6.67,6.74
sh601169,6.32,6.36
sh603589,52.31,52.66
sh600074,1.26,1.24
sh600072,11.85,11.85
sz002545,7.72,7.74
sz002303,5.32,5.35
sz002302,14.25,13.61
sz002542,5.55,5.68
sz002304,117.5,119.73
sz002308,6.23,6.23
sh601163,13.45,13.35
sh600079,11.35,11.41
sh601166,18.61,18.65
sh601179,4.43,4.4
sh600086,6.29,5.72
sh600085,30.89,31.01
sz002310,8.64,8.49
JPM,107.59,107.19
sz002555,14.97,14.81
sz002797,7.77,7.78
sz002311,27.61,27.5
sz002558,25.38,24.92
sh603355,25.9,26.44
sh603113,13.99,14.22
sh600089,8.48,8.45
sh600098,6.35,6.31
sh603369,27.61,28.38
sz002563,11.72,11.56
sh600094,6.95,6.9
sh600093,12.57,12.51
sh600090,6.22,6.31
sz002568,13.39,13.75
sh601186,11.82,11.96
