D T O H L C chg cumChg rowN meanSoFar stdMean
2017-08-24 1447 5.94 5.94 5.93 5.93 -0.00168350168350184 0.0138125865982772 227 6.08483991113534e-05 0.0146036157867248
2017-08-24 1448 5.94 5.95 5.93 5.95 0.00337268128161905 0.0171852678798963 228 7.53739819293696e-05 0.0180897556630487
2017-08-24 1449 5.95 5.95 5.94 5.94 -0.00168067226890756 0.0155045956109887 229 6.7705657689907e-05 0.0162493578455777
2017-08-24 1450 5.94 5.95 5.94 5.94 0 0.0155045956109887 230 6.74112852651683e-05 0.0161787084636404
2017-08-24 1451 5.94 5.95 5.93 5.93 -0.00168350168350184 0.0138210939274869 231 5.98315754436661e-05 0.0143595781064799
2017-08-24 1452 5.94 5.94 5.92 5.93 0 0.0138210939274869 232 5.95736807219262e-05 0.0142976833732623
2017-08-24 1453 5.92 5.93 5.92 5.92 -0.00168634064080941 0.0121347532866775 233 5.20804862089161e-05 0.0124993166901399
2017-08-24 1454 5.92 5.93 5.92 5.92 0 0.0121347532866775 234 5.18579200285361e-05 0.0124459008068487
2017-08-24 1455 5.92 5.92 5.91 5.92 0 0.0121347532866775 235 5.16372480284147e-05 0.0123929395268195
2017-08-24 1456 5.92 5.93 5.91 5.92 0 0.0121347532866775 236 5.14184461299892e-05 0.0123404270711974
2017-08-24 1457 5.93 5.93 5.91 5.93 0.00168918918918926 0.0138239424758667 237 5.83288712061887e-05 0.0139989290894853
2017-08-24 1458 5.93 5.93 5.91 5.91 -0.00337268128161883 0.0104512611942479 238 4.39128621607054e-05 0.0105390869185693
2017-08-24 1459 5.92 5.93 5.92 5.92 0.00169204737732653 0.0121433085715744 239 5.08088224752068e-05 0.0121941173940496
2017-08-24 1500 5.92 5.92 5.91 5.92 0 0.0121433085715744 240 5.05971190482267e-05 0.0121433085715744
